Date,US Dollar,Pound Sterling,Euro,Japanese Yen
1999-01-04,42.5098,70.7814,50.4872,37.4703
1999-01-05,42.5604,70.4473,50.2412,38.208
1999-01-06,42.5098,70.3235,49.9276,37.7229
1999-01-07,42.5206,70.3087,49.5148,38.0322
1999-01-08,42.5206,70.0427,49.7265,38.0799
1999-01-11,42.5206,69.7107,49.2465,38.384
1999-01-12,42.5007,69.2569,48.7948,38.1563
1999-01-13,42.5007,69.4734,49.1884,37.899
1999-01-14,42.5206,70.1066,49.5025,37.5813
1999-01-15,42.4701,70.4275,49.8033,37.7273
1999-01-18,42.5007,70.2593,49.3097,37.3329
1999-01-19,42.5007,70.1115,49.1666,37.0741
1999-01-21,42.5098,70.0771,49.2053,37.5612
1999-01-22,42.5098,70.2445,49.334,37.3533
1999-01-25,42.5098,70.3977,49.2902,37.1428
1999-01-27,42.4899,70.4176,48.9932,37.3949
1999-01-28,42.5007,69.9839,48.6808,36.7647
1999-01-29,42.5007,70.0084,48.5296,36.6221
1999-02-01,42.5007,69.891,48.2393,36.7485
1999-02-02,42.5007,69.8617,48.1464,37.407
1999-02-03,42.4809,69.4782,48.1835,37.8
1999-02-04,42.4592,69.541,48.0423,37.3357
1999-02-05,42.4701,69.8275,48.223,37.9564
1999-02-08,42.4701,69.3963,47.7555,37.4169
1999-02-09,42.4394,69.5846,48.0885,37.1142
1999-02-10,42.4394,69.3433,47.9478,36.8212
1999-02-11,42.4592,69.0703,48.0885,37.1804
1999-02-12,42.4502,68.88,47.7076,37.1293
1999-02-15,42.4196,69.2521,47.8606,37.1237
1999-02-16,42.4899,69.1133,47.6236,36.3782
1999-02-17,42.4899,69.5797,47.7259,35.9932
1999-02-18,42.4502,69.4927,47.8263,35.8076
1999-02-19,42.4394,69.43,47.5308,35.3814
1999-02-22,42.3998,68.7758,46.7771,34.7398
1999-02-23,42.4394,68.9417,46.7968,35.2638
1999-02-24,42.4899,68.4744,46.7333,35.0014
1999-03-01,42.5098,68.1106,46.7596,35.6403
1999-03-03,42.5496,68.686,46.4835,35.126
1999-03-04,42.5297,68.573,46.2642,34.7837
1999-03-05,42.5297,68.4416,46.0575,34.6364
1999-03-08,42.5007,68.1338,46.0426,34.8819
1999-03-09,42.4701,68.4322,46.322,35.0398
1999-03-10,42.4394,68.6106,46.2171,35.0122
1999-03-11,42.4502,69.0417,46.5246,35.4429
1999-03-12,42.4304,69.3049,46.7355,35.4174
1999-03-15,42.4196,69.056,46.2813,35.85
1999-03-16,42.4106,68.7238,45.9876,36.0412
1999-03-17,42.4196,69.0608,46.5571,35.7283
1999-03-19,42.3998,69.0894,46.5636,36.1468
1999-03-22,42.3908,68.9322,46.0596,36.0581
1999-03-23,42.3908,68.9988,46.2235,35.7871
1999-03-24,42.3998,69.3866,46.2792,36.0498
1999-03-26,42.3998,68.956,46.0363,35.7052
1999-03-30,42.4304,68.6059,45.5726,35.3245
1999-03-31,42.4304,68.3527,45.5208,35.326
1999-04-05,42.4394,68.0874,45.6704,34.9626
1999-04-06,42.5098,68.0133,45.6059,35.089
1999-04-07,42.6403,67.8334,46.0999,35.2616
1999-04-08,42.6694,68.2967,46.0702,35.3132
1999-04-09,42.6803,68.6012,45.8968,35.3182
1999-04-12,42.7004,68.8848,46.2428,35.4607
1999-04-13,42.7095,69.0084,46.1936,35.4794
1999-04-15,42.8302,69.0512,46.2171,36.0173
1999-04-16,42.7606,68.7332,45.6225,36.1898
1999-04-19,42.8504,69.1898,45.8358,36.2307
1999-04-20,42.7899,68.9988,45.6725,36.2474
1999-04-21,42.7095,68.8421,45.3576,35.9803
1999-04-22,42.7405,68.686,45.4752,35.591
1999-04-23,42.7405,69.0799,45.583,35.7567
1999-04-26,42.9498,69.3722,45.6038,36.1193
1999-04-28,42.8192,69.3433,45.7875,35.9681
1999-04-29,42.8192,69.1419,45.4649,35.9273
1999-05-03,42.7807,68.8658,45.2755,35.7663
1999-05-04,42.7497,68.9085,45.2448,35.5553
1999-05-05,42.7296,69.5846,45.5145,35.3282
1999-05-06,42.7296,69.808,45.9369,35.4767
1999-05-07,42.7497,70.0182,46.0766,35.4522
1999-05-10,42.7296,69.5943,45.8379,35.4019
1999-05-11,42.7204,69.4444,46.1021,35.3744
1999-05-12,42.7497,69.3529,45.8652,35.4081
1999-05-13,42.7497,69.2233,45.5664,35.2286
1999-05-14,42.7606,69.0465,45.5851,35.0306
1999-05-17,42.7405,69.0465,45.5456,35.5871
1999-05-18,42.7296,69.3097,45.7164,34.8091
1999-05-19,42.7296,69.1276,45.4794,34.5377
1999-05-20,42.7606,69.0322,45.6288,34.2834
1999-05-21,42.7497,68.7144,45.3268,34.5077
1999-05-24,42.7497,68.4229,45.1732,34.4757
1999-05-25,42.7405,68.306,45.3104,34.7681
1999-05-26,42.8101,68.6248,45.3597,35.1059
1999-05-27,42.9,68.4416,44.9135,35.0634
1999-05-28,42.9904,68.7096,44.9035,35.6941
1999-05-31,42.8394,68.686,44.837,35.3014
1999-06-01,42.8706,68.6248,44.7447,35.3932
1999-06-02,42.9406,69.1994,44.8994,35.6511
1999-06-03,42.9295,68.8895,44.3754,35.2709
1999-06-04,42.9406,68.88,44.2929,35.3125
1999-06-07,43.0108,69.1754,44.2517,35.5792
1999-06-08,42.9793,68.8089,44.3872,35.4474
1999-06-09,43.0496,69.1085,45.1508,36.093
1999-06-10,43.02,68.8658,45.0187,36.4747
1999-06-11,43.0608,69.3385,45.2468,36.2442
1999-06-14,43.1295,69.43,45.2714,35.7628
1999-06-15,43.1798,69.4637,44.9762,35.8742
1999-06-16,43.1891,68.738,44.9762,35.8661
1999-06-17,43.1704,68.7144,44.5097,35.9525
1999-06-18,43.1499,68.7853,44.5077,36.1405
1999-06-21,43.1704,68.8326,44.9055,35.4361
1999-06-22,43.1891,68.6483,44.6429,35.4321
1999-06-23,43.2395,68.7994,44.6728,35.4528
1999-06-24,43.3294,68.278,44.7768,35.5237
1999-06-25,43.3896,68.8895,45.2509,35.687
1999-06-28,43.3595,68.7711,45.159,35.7948
1999-06-29,43.3595,68.5401,44.8712,35.7328
1999-06-30,43.3595,68.2454,44.8169,35.8584
1999-07-01,43.3802,68.5119,44.9984,35.9225
1999-07-02,43.3802,68.3854,44.4267,35.8602
1999-07-05,43.2807,68.2827,44.3066,35.3451
1999-07-06,43.2807,68.1106,44.1345,35.4478
1999-07-07,43.29,67.6041,44.4346,35.4604
1999-07-08,43.3595,67.5584,44.2008,35.4263
1999-07-09,43.3896,67.659,44.401,35.4016
1999-07-12,43.2395,67.0421,43.9928,35.4237
1999-07-13,43.2302,67.2495,43.7273,35.3837
1999-07-14,43.2395,67.2314,43.8712,35.6957
1999-07-15,43.2694,67.714,44.2419,35.8774
1999-07-16,43.2507,67.815,44.1326,35.7807
1999-07-19,43.2208,67.3446,43.8654,35.9238
1999-07-20,43.2003,68.1385,44.5177,36.5421
1999-07-21,43.2601,67.9948,45.1998,36.4141
1999-07-22,43.2601,68.2082,45.4236,36.4756
1999-07-23,43.2601,68.4275,45.4628,36.9426
1999-07-26,43.2807,68.5025,45.5851,37.1416
1999-07-27,43.29,68.8184,46.0936,37.1512
1999-07-28,43.3294,69.0608,46.2792,37.4131
1999-07-29,43.32,69.2233,46.2022,37.4546
1999-07-30,43.29,69.9056,46.4296,37.5749
1999-08-02,43.32,70.0035,46.1958,37.8771
1999-08-03,43.3802,70.1016,46.1958,37.5519
1999-08-04,43.3595,70.4027,46.6396,37.6662
1999-08-05,43.4009,70.1311,46.6875,37.8329
1999-08-06,43.4499,70.1754,46.6679,37.9564
1999-08-09,43.5407,70.0182,46.5484,37.7972
1999-08-10,43.4499,69.7934,46.644,37.8702
1999-08-11,43.4896,70.2297,46.5723,37.9163
1999-08-12,43.4707,69.9741,46.3328,37.5924
1999-08-13,43.4594,70.1656,46.4403,37.8242
1999-08-16,43.4197,69.7983,45.958,37.814
1999-08-17,43.4197,69.5459,45.8737,37.8206
1999-08-18,43.4197,69.7545,45.6433,38.1461
1999-08-19,43.4707,69.5604,45.6184,38.9666
1999-08-20,43.5502,70.492,46.3886,38.9287
1999-08-23,43.5199,70.3928,46.4145,39.3314
1999-08-24,43.5104,69.6379,45.438,38.6669
1999-08-25,43.5199,69.3577,45.8737,39.1771
1999-08-26,43.5199,69.1133,45.4587,39.2656
1999-08-27,43.4991,69.1324,45.5768,39.0013
1999-08-30,43.4896,69.1181,45.5456,39.2066
1999-08-31,43.4802,69.3001,45.7666,39.265
1999-09-01,43.4707,69.9105,46.0236,39.7883
1999-09-02,43.5199,69.6767,45.9897,39.8995
1999-09-03,43.5104,69.9692,46.5354,39.6542
1999-09-07,43.4896,69.7301,45.9834,39.6211
1999-09-08,43.5104,69.9986,46.2535,39.2318
1999-09-09,43.5104,70.6714,46.215,39.9468
1999-09-10,43.5407,71.0631,45.8421,40.0074
1999-09-14,43.5199,70.0182,45.1896,40.9851
1999-09-15,43.5104,69.8812,44.9297,41.2677
1999-09-16,43.5407,70.4722,45.4298,41.5248
1999-09-17,43.5407,70.6414,45.1916,40.8764
1999-09-20,43.5502,70.7464,45.4133,40.5022
1999-09-21,43.5502,70.6215,45.2018,40.818
1999-09-22,43.5502,71.0682,45.7687,41.6249
1999-09-23,43.5806,71.0379,45.5208,42.0575
1999-09-24,43.5692,71.7463,45.8316,41.628
1999-09-27,43.5692,71.623,45.5768,41.7397
1999-09-28,43.5692,71.736,45.5664,41.0322
1999-09-29,43.6091,71.8597,45.9601,41.0357
1999-10-01,43.5901,71.8752,46.6548,41.1845
1999-10-04,43.5806,72.1397,46.5983,41.1777
1999-10-05,43.5901,72.0721,46.7355,40.9433
1999-10-06,43.5806,72.0929,46.6853,40.6435
1999-10-07,43.5407,72.0565,46.6418,40.3802
1999-10-08,43.4802,71.7978,46.5723,40.377
1999-10-11,43.3294,71.5512,46.0045,40.4367
1999-10-12,43.3708,71.7618,46.2086,40.7325
1999-10-13,43.4991,72.1189,46.9329,40.9586
1999-10-14,43.4292,71.8442,46.9153,40.4662
1999-10-15,43.4405,72.3066,47.0301,40.8647
1999-10-18,43.3595,72.3589,47.1876,41.2269
1999-10-20,43.3896,72.5374,46.9594,40.818
1999-10-21,43.4499,72.4218,46.8494,40.9423
1999-10-22,43.4197,72.7802,46.8187,41.2247
1999-10-25,43.3896,72.0202,46.3435,41.0598
1999-10-26,43.3802,72.1085,46.2963,41.3242
1999-10-27,43.4009,71.7051,45.9284,41.7287
1999-10-28,43.3896,71.4439,45.6142,41.645
1999-10-29,43.4197,71.1541,45.754,41.3035
1999-11-01,43.3802,71.3165,45.7289,41.625
1999-11-02,43.4103,71.3776,45.6934,41.3685
1999-11-03,43.4009,71.4898,45.6684,41.8011
1999-11-04,43.4197,71.4133,45.583,41.4903
1999-11-05,43.4292,70.5866,45.1386,41.3777
1999-11-08,43.4103,70.4325,45.2981,40.8814
1999-11-11,43.4009,70.6015,45.2776,41.2841
1999-11-12,43.4009,70.3334,45.1467,41.3964
1999-11-15,43.3896,70.1066,44.833,41.413
1999-11-16,43.3802,70.4275,44.8491,41.2848
1999-11-17,43.4009,70.2494,44.7948,40.9903
1999-11-18,43.3896,70.4821,45.1447,41.0189
1999-11-19,43.3896,70.2001,44.7267,40.987
1999-11-22,43.3802,70.3235,44.7347,40.935
1999-11-24,43.3802,70.4821,44.5732,41.4862
1999-11-25,43.4009,69.9399,44.2909,41.5151
1999-11-26,43.3896,69.9986,44.1365,41.651
1999-11-29,43.4009,69.7301,44.1482,41.9891
1999-11-30,43.4103,69.5991,43.827,42.2688
1999-12-01,43.4103,69.3241,43.8078,42.5152
1999-12-02,43.4103,69.4975,43.7025,42.3298
1999-12-03,43.4009,69.3914,43.4518,42.3675
1999-12-06,43.4197,69.5024,43.4575,42.5026
1999-12-07,43.4405,70.4473,44.3912,42.1141
1999-12-08,43.4802,70.7764,44.6828,42.3266
1999-12-09,43.4594,70.7714,44.6449,42.1758
1999-12-10,43.4802,70.6514,44.2968,42.4112
1999-12-13,43.4802,70.5816,44.1092,42.405
1999-12-14,43.5407,70.7614,44.1306,42.2453
1999-12-15,43.5407,70.1508,43.7484,42.0274
1999-12-16,43.5199,69.9252,43.8231,42.2319
1999-12-17,43.5104,70.1311,44.2674,42.2226
1999-12-20,43.4896,69.8812,43.9155,42.2226
1999-12-21,43.4991,70.1361,44.0548,42.4466
1999-12-22,43.4991,70.1361,43.9271,42.6596
1999-12-23,43.5199,70.028,43.9502,42.9
1999-12-24,43.5104,70.2988,44.0567,42.3187
1999-12-27,43.4991,70.3631,44.117,42.3564
1999-12-28,43.4991,70.2938,44.0781,42.4908
1999-12-29,43.5294,70.4077,43.902,42.5409
1999-12-30,43.5199,70.4722,43.8135,42.6123
2000-01-03,43.4802,70.4573,44.2067,42.6672
2000-01-04,43.4991,71.0985,44.5573,42.5013
2000-01-05,43.5199,71.2758,44.9014,42.2729
2000-01-06,43.5199,71.5717,45.1162,41.7058
2000-01-07,43.5104,71.6486,44.827,41.3298
2000-01-10,43.5294,71.286,44.7668,41.4769
2000-01-11,43.5199,71.286,44.7367,41.3041
2000-01-12,43.5294,71.7412,44.9559,41.0196
2000-01-13,43.5294,71.6589,44.825,41.2118
2000-01-14,43.5199,71.6538,44.6369,41.074
2000-01-17,43.5199,71.2708,44.082,41.4003
2000-01-18,43.5692,71.1794,44.0102,41.515
2000-01-19,43.5692,71.3521,44.236,41.2654
2000-01-20,43.5597,71.6127,44.0548,41.3538
2000-01-21,43.5806,72.1085,44.3636,41.5146
2000-01-24,43.6395,71.9891,43.7963,41.5935
2000-01-25,43.5806,71.9373,44.0102,41.2045
2000-01-27,43.5806,71.3572,43.651,41.2631
2000-01-28,43.6091,71.3114,43.5559,41.5629
2000-01-31,43.6395,70.7614,42.8211,40.8327
2000-02-01,43.6091,70.3928,42.2976,40.5959
2000-02-02,43.5901,70.3235,42.3801,40.1107
2000-02-03,43.5901,70.0329,42.416,40.2933
2000-02-04,43.6091,69.8129,43.1704,40.5121
2000-02-07,43.6091,69.4107,42.7643,40.4508
2000-02-08,43.6205,69.8812,42.8211,39.8921
2000-02-09,43.5996,70.0722,43.0552,40.1289
2000-02-10,43.6395,70.4573,43.2751,40.186
2000-02-11,43.63,70.2001,43.0274,39.9377
2000-02-14,43.6395,69.6864,43.1704,40.3476
2000-02-15,43.6205,69.3337,42.704,40.0336
2000-02-16,43.5996,69.6427,42.8211,39.9632
2000-02-17,43.6091,70.0525,43.0052,39.5632
2000-02-18,43.6091,70.1311,43.122,39.3314
2000-02-21,43.5996,69.7156,43.0311,39.4213
2000-02-22,43.6091,70.0329,43.3163,39.2352
2000-02-23,43.6091,70.373,43.8904,39.5215
2000-02-24,43.6091,69.9594,43.7025,39.3326
2000-02-25,43.63,69.7837,43.2694,39.347
2000-02-28,43.6205,69.4637,41.7101,40.0312
2000-02-29,43.6091,69.6379,42.2601,39.2357
2000-03-01,43.6091,68.9275,42.2726,39.9281
2000-03-02,43.5806,69.1037,42.517,40.5647
2000-03-03,43.5806,68.7947,42.1141,40.494
2000-03-06,43.5692,68.9037,41.7763,40.5466
2000-03-07,43.5692,68.6248,41.8095,40.4719
2000-03-08,43.5692,68.8326,41.827,40.6418
2000-03-09,43.5806,68.9085,41.978,40.7842
2000-03-10,43.5901,68.9941,42.1408,41.0182
2000-03-13,43.5806,68.738,42.0964,41.1773
2000-03-14,43.5806,68.5307,42.0045,41.4113
2000-03-15,43.5901,68.6012,42.1621,41.2882
2000-03-16,43.5806,68.5683,42.2654,41.2439
2000-03-21,43.5692,68.348,42.3657,40.9127
2000-03-22,43.5806,68.4416,41.8831,40.8568
2000-03-23,43.5996,68.79,41.9375,40.6035
2000-03-24,43.5996,69.2185,42.4376,40.5959
2000-03-27,43.5996,69.512,42.5967,40.7915
2000-03-28,43.6091,69.2665,42.1425,40.9635
2000-03-29,43.5901,69.3385,41.813,41.1206
2000-03-30,43.6091,69.4396,41.6146,41.2933
2000-03-31,43.6205,69.604,41.8463,41.5076
2000-04-03,43.6205,69.2761,41.5179,41.4422
2000-04-04,43.63,69.7301,41.6771,41.5426
2000-04-06,43.63,69.1706,41.9692,41.5662
2000-04-07,43.6205,68.9513,41.799,41.5705
2000-04-10,43.6091,68.9275,41.6892,41.2096
2000-04-11,43.63,69.1324,42.0274,40.8692
2000-04-13,43.6395,69.2857,41.7833,41.2422
2000-04-14,43.6491,69.4059,42.1336,42.0702
2000-04-17,43.6491,69.4059,42.1336,42.0698
2000-04-18,43.6395,68.899,41.4164,41.7987
2000-04-19,43.6491,68.8373,41.3206,41.6051
2000-04-20,43.6395,69.0179,41.1083,41.6214
2000-04-21,43.6395,69.0179,41.1083,41.6216
2000-04-24,43.6491,68.8373,40.992,41.3215
2000-04-25,43.6491,68.8753,40.9685,41.447
2000-04-26,43.6605,69.056,40.2771,41.3075
2000-04-27,43.6605,68.8184,40.2285,41.0627
2000-04-28,43.6605,68.5918,39.7852,41.0166
2000-05-02,43.6605,67.9117,39.9154,40.2675
2000-05-03,43.6491,68.106,39.6008,40.2583
2000-05-04,43.6491,68.0596,38.8546,39.9634
2000-05-05,43.6395,67.3265,39.0076,40.5841
2000-05-08,43.6395,66.8717,39.4182,40.0974
2000-05-09,43.6605,66.8852,39.1328,40.1176
2000-05-10,43.7407,67.0196,39.6589,39.958
2000-05-11,43.9406,66.3922,39.8232,39.9581
2000-05-12,43.9194,66.0633,39.5914,40.6103
2000-05-15,44.0296,66.8092,40.3828,40.4985
2000-05-16,43.9696,65.8718,39.9377,40.3265
2000-05-17,43.9696,65.7592,39.6275,40.308
2000-05-19,43.9792,64.9688,39.3066,40.6245
2000-05-22,43.9696,65.3253,39.4368,41.0742
2000-05-23,43.9792,65.5609,39.7772,41.1431
2000-05-24,44.08,64.8256,39.9425,41.3722
2000-05-25,44.29,65.1705,40.0138,41.12
2000-05-26,44.31,65.4126,40.6013,41.22
2000-05-29,44.45,66.2083,41.2763,41.57
2000-05-30,44.58,66.7474,41.4839,41.7
2000-05-31,44.58,66.5869,41.3992,41.81
2000-06-01,44.57,66.7881,41.7599,41.11
2000-06-02,44.65,66.8187,41.7768,40.97
2000-06-05,44.66,67.3696,42.1121,41.33
2000-06-06,44.67,67.7041,42.2869,41.7
2000-06-07,44.69,68.2103,42.7326,42.21
2000-06-08,44.78,68.0432,42.8992,42.25
2000-06-09,44.76,67.6055,42.6988,42.18
2000-06-12,44.78,67.3939,42.541,41.93
2000-06-13,44.78,67.891,42.9082,41.99
2000-06-14,44.71,67.416,43.0624,42.0
2000-06-16,44.75,67.8589,42.5125,42.06
2000-06-19,44.69,67.6584,43.1661,42.09
2000-06-20,44.67,67.5276,42.7939,42.24
2000-06-21,44.64,67.547,42.4906,42.38
2000-06-22,44.68,66.9262,42.2785,42.41
2000-06-23,44.69,67.4417,41.9036,42.71
2000-06-26,44.65,67.033,41.8058,42.75
2000-06-27,44.67,67.0028,42.0233,42.31
2000-06-28,44.67,67.2172,42.2288,42.33
2000-06-29,44.67,67.5522,42.1417,42.5
2000-06-30,44.68,67.8108,42.5443,42.34
2000-07-03,44.67,67.722,42.5482,42.04
2000-07-04,44.67,67.617,42.3606,42.04
2000-07-05,44.68,67.5673,42.618,42.18
2000-07-06,44.73,67.4685,42.7104,42.78
2000-07-07,44.73,67.3589,42.4354,41.59
2000-07-10,44.69,67.7903,42.5695,41.76
2000-07-11,44.69,67.6986,42.6946,41.83
2000-07-13,44.7,67.2444,42.0515,41.27
2000-07-14,44.71,67.255,41.8597,41.43
2000-07-17,44.71,66.9532,41.8821,41.33
2000-07-18,44.74,66.7677,41.8632,41.36
2000-07-19,44.78,66.9125,41.4327,41.45
2000-07-20,44.82,67.0888,41.4047,41.43
2000-07-21,45.02,68.068,42.0014,41.59
2000-07-24,44.72,68.0079,41.8713,41.17
2000-07-25,44.93,68.0982,42.0253,41.21
2000-07-26,44.88,68.1884,42.2725,41.08
2000-07-27,44.9,68.0617,42.3295,41.2
2000-07-28,44.89,67.8221,41.8846,41.33
2000-07-31,44.99,67.6177,41.5775,41.1
2000-08-01,45.13,67.519,41.7565,41.22
2000-08-02,45.34,67.7357,41.5156,41.72
2000-08-03,45.44,68.1032,41.6094,41.76
2000-08-04,45.39,67.8217,41.0462,41.83
2000-08-07,45.57,68.4211,41.3411,41.93
2000-08-08,45.72,69.0486,41.5069,42.1
2000-08-09,45.64,68.5809,41.0372,42.13
2000-08-10,45.68,68.6365,41.2787,42.44
2000-08-11,45.93,68.8422,41.7871,42.25
2000-08-14,45.77,68.6962,41.2708,42.1
2000-08-16,45.66,68.7503,41.8611,41.86
2000-08-17,45.78,68.686,41.9139,42.2
2000-08-18,45.85,68.4793,41.9184,42.11
2000-08-22,45.72,68.0245,41.2623,42.26
2000-08-23,45.76,67.6035,40.8065,42.63
2000-08-24,45.92,68.0764,41.351,42.89
2000-08-25,45.89,67.8598,41.2574,42.86
2000-08-28,45.84,67.4673,41.421,43.13
2000-08-29,45.79,67.38,41.2705,42.94
2000-08-30,45.83,66.4031,40.9033,43.17
2000-08-31,45.8,66.6688,40.92,43.07
2000-09-04,45.73,66.9396,41.1959,43.23
2000-09-05,45.74,66.6295,40.999,43.0
2000-09-06,45.68,66.3411,40.3766,43.1
2000-09-07,45.64,65.6189,39.6977,42.94
2000-09-08,45.64,65.5892,39.8095,43.23
2000-09-11,45.63,64.7649,39.6205,42.97
2000-09-12,45.6,63.9608,39.1522,42.95
2000-09-13,45.64,64.3068,39.5585,42.66
2000-09-14,45.68,64.1873,39.2049,42.66
2000-09-15,45.76,64.35,39.571,42.57
2000-09-18,45.85,64.0845,39.1421,42.91
2000-09-19,46.22,64.9229,39.3887,43.26
2000-09-20,46.22,65.0754,39.2616,43.33
2000-09-21,46.2,65.3199,39.2492,43.31
2000-09-22,46.08,66.2054,39.5988,43.15
2000-09-23,46.02,67.3227,40.5574,42.69
2000-09-26,46.07,67.0019,40.2951,42.92
2000-09-27,46.15,67.6259,40.7989,42.89
2000-09-28,46.16,67.5852,40.7616,42.91
2000-09-29,46.07,67.3589,40.4725,42.84
2000-10-03,46.07,67.5847,40.4425,42.32
2000-10-04,46.05,67.2192,40.3928,42.34
2000-10-05,46.09,67.243,40.3149,42.21
2000-10-06,46.11,66.735,40.1272,42.38
2000-10-09,46.08,66.7123,40.1103,42.28
2000-10-10,46.13,66.9646,40.1216,42.51
2000-10-11,46.33,67.5144,40.4785,42.96
2000-10-12,46.3,67.6744,40.1328,42.94
2000-10-13,46.38,68.3386,40.077,43.11
2000-10-16,46.32,67.1594,39.5573,42.92
2000-10-17,46.36,67.0064,39.355,42.86
2000-10-18,46.33,67.1646,39.6538,42.89
2000-10-19,46.33,67.0117,38.9334,43.0
2000-10-20,46.34,67.0447,39.1828,42.71
2000-10-23,46.38,67.4736,38.994,42.58
2000-10-24,46.43,67.486,38.7923,42.9
2000-10-25,46.48,67.403,38.8712,43.04
2000-10-27,46.78,67.1995,38.8625,43.14
2000-10-30,46.86,68.1227,39.4444,43.14
2000-10-31,46.8,67.6775,39.2863,43.0
2000-11-01,46.79,67.8572,39.7832,42.98
2000-11-02,46.76,67.7132,40.2393,43.22
2000-11-03,46.69,67.4717,40.1441,43.17
2000-11-06,46.64,67.4298,40.3786,43.48
2000-11-07,46.65,66.7118,40.2846,43.46
2000-11-08,46.69,66.6243,40.2258,43.57
2000-11-09,46.73,66.2398,39.9051,43.54
2000-11-10,46.74,66.8546,40.5166,43.44
2000-11-13,46.76,66.8341,40.4217,43.35
2000-11-14,46.78,67.3983,40.2425,43.43
2000-11-15,46.75,66.8876,40.1559,43.21
2000-11-16,46.84,66.7704,40.1911,43.07
2000-11-17,46.83,66.707,40.0584,43.06
2000-11-20,46.78,66.6194,39.7466,42.89
2000-11-21,46.78,66.6264,39.8683,42.58
2000-11-22,46.83,66.433,39.7001,42.59
2000-11-23,46.82,65.9343,39.5371,42.53
2000-11-24,46.87,65.5946,39.331,42.3
2000-11-27,46.86,65.6977,39.4257,42.19
2000-11-28,46.89,66.551,40.0417,42.5
2000-11-29,46.89,66.5346,40.2316,42.62
2000-11-30,46.84,66.5877,40.2613,42.18
2000-12-01,46.85,67.0049,41.0289,42.35
2000-12-04,46.83,67.5054,41.1542,42.18
2000-12-05,46.8,67.7313,41.5046,42.14
2000-12-06,46.74,67.0111,41.1569,42.21
2000-12-07,46.77,67.6435,41.8241,42.39
2000-12-08,46.76,67.5401,41.586,42.28
2000-12-11,46.76,67.5261,41.3101,42.19
2000-12-12,46.77,68.0667,41.0804,42.16
2000-12-13,46.77,67.8071,41.015,41.64
2000-12-14,46.76,68.2158,41.0904,41.52
2000-12-15,46.77,68.953,41.7633,41.58
2000-12-18,46.76,69.0973,42.0489,41.54
2000-12-19,46.71,68.8482,41.7798,41.65
2000-12-20,46.68,68.6406,41.9653,41.37
2000-12-21,46.71,68.7454,42.373,41.35
2000-12-22,46.69,68.7954,42.761,41.48
2000-12-26,46.68,68.9744,43.2374,41.19
2000-12-27,46.7,69.4196,43.4754,40.95
2000-12-29,46.75,69.7604,43.4144,40.74
2001-01-01,46.66,69.668,43.9467,40.78
2001-01-02,46.69,69.8109,43.8372,40.79
2001-01-03,46.7,70.1784,44.4467,40.77
2001-01-04,46.74,69.6519,43.5033,41.06
2001-01-05,46.74,70.3203,44.6951,40.12
2001-01-08,46.69,70.2288,44.694,40.14
2001-01-09,46.66,69.8057,44.0774,40.27
2001-01-10,46.61,69.4139,44.0115,40.14
2001-01-11,46.63,69.3994,43.8485,39.95
2001-01-12,46.61,69.88,44.5708,39.49
2001-01-15,46.53,68.7946,44.1221,39.03
2001-01-16,46.53,68.7318,43.7056,39.5
2001-01-17,46.41,68.3202,43.7948,39.55
2001-01-18,46.42,68.5043,43.5164,39.02
2001-01-19,46.4,68.4145,43.9199,39.5
2001-01-22,46.39,68.0541,43.4373,39.75
2001-01-23,46.35,68.0302,43.6501,39.59
2001-01-24,46.37,67.9738,43.3536,39.67
2001-01-25,46.46,67.5854,42.8524,39.46
2001-01-29,46.53,67.9315,42.9914,39.71
2001-01-30,46.47,67.7556,42.6246,39.82
2001-01-31,46.41,67.7841,43.0197,39.88
2001-02-01,46.4,68.0363,43.6694,39.86
2001-02-02,46.41,68.6172,43.6068,40.27
2001-02-05,46.41,68.2738,43.5999,40.02
2001-02-06,46.4,68.2869,43.4698,40.32
2001-02-07,46.39,67.6018,43.0917,40.4
2001-02-08,46.44,67.5052,43.1265,39.96
2001-02-09,46.43,67.0797,42.6529,39.84
2001-02-12,46.48,67.4564,43.1776,39.44
2001-02-13,46.55,67.6255,43.3264,39.72
2001-02-14,46.6,67.7448,42.9023,39.95
2001-02-15,46.59,67.9399,42.8325,40.03
2001-02-16,46.54,67.5133,42.1908,40.2
2001-02-20,46.58,67.4246,42.9817,40.14
2001-02-22,46.63,67.3104,42.2584,40.22
2001-02-23,46.58,67.3966,42.1759,39.92
2001-02-26,46.63,67.8886,42.818,40.15
2001-02-27,46.67,67.4988,42.605,40.19
2001-02-28,46.61,67.2279,42.8043,40.16
2001-03-01,46.53,67.2591,42.9495,39.7
2001-03-02,46.57,67.7943,43.2985,39.51
2001-03-05,46.56,68.3897,43.4149,39.01
2001-03-07,46.52,68.4867,43.5427,38.93
2001-03-08,46.54,68.0112,43.2775,38.68
2001-03-09,46.53,68.434,43.3776,38.93
2001-03-12,46.55,68.219,43.4242,38.59
2001-03-13,46.61,68.2697,43.2517,38.79
2001-03-14,46.69,67.6305,42.6863,38.86
2001-03-15,46.65,67.4093,42.4212,38.66
2001-03-16,46.67,67.0765,41.898,38.12
2001-03-19,46.69,66.671,41.8226,37.85
2001-03-20,46.7,66.6129,42.037,38.05
2001-03-21,46.7,67.1102,42.3966,38.0
2001-03-22,46.68,66.7571,41.8463,37.75
