"Index Name","Date","Open","High","Low","Close"
"NIFTY MOBILITY","01 Jul 2024","-","-","-","21247.35"
"NIFTY MOBILITY","28 Jun 2024","-","-","-","21159.92"
"NIFTY MOBILITY","27 Jun 2024","-","-","-","21118.56"
"NIFTY MOBILITY","26 Jun 2024","-","-","-","20989.91"
"NIFTY MOBILITY","25 Jun 2024","-","-","-","21098.90"
"NIFTY MOBILITY","24 Jun 2024","-","-","-","21152.12"
"NIFTY MOBILITY","21 Jun 2024","-","-","-","21005.19"
"NIFTY MOBILITY","20 Jun 2024","-","-","-","21147.56"
"NIFTY MOBILITY","19 Jun 2024","-","-","-","21184.11"
"NIFTY MOBILITY","18 Jun 2024","-","-","-","21357.75"
"NIFTY MOBILITY","14 Jun 2024","-","-","-","21316.08"
"NIFTY MOBILITY","13 Jun 2024","-","-","-","21065.66"
"NIFTY MOBILITY","12 Jun 2024","-","-","-","20900.93"
"NIFTY MOBILITY","11 Jun 2024","-","-","-","20891.19"
"NIFTY MOBILITY","10 Jun 2024","-","-","-","20741.97"
"NIFTY MOBILITY","07 Jun 2024","-","-","-","20675.83"
"NIFTY MOBILITY","06 Jun 2024","-","-","-","20315.78"
"NIFTY MOBILITY","05 Jun 2024","-","-","-","20154.11"
"NIFTY MOBILITY","04 Jun 2024","-","-","-","19271.48"
"NIFTY MOBILITY","03 Jun 2024","-","-","-","20526.72"
"NIFTY MOBILITY","31 May 2024","-","-","-","19862.12"
"NIFTY MOBILITY","30 May 2024","-","-","-","19821.28"
"NIFTY MOBILITY","29 May 2024","-","-","-","20005.39"
"NIFTY MOBILITY","28 May 2024","-","-","-","20082.95"
"NIFTY MOBILITY","27 May 2024","-","-","-","20222.88"
"NIFTY MOBILITY","24 May 2024","-","-","-","20203.62"
"NIFTY MOBILITY","23 May 2024","-","-","-","20249.97"
"NIFTY MOBILITY","22 May 2024","-","-","-","19850.81"
"NIFTY MOBILITY","21 May 2024","-","-","-","19871.06"
"NIFTY MOBILITY","18 May 2024","-","-","-","19857.25"
"NIFTY MOBILITY","17 May 2024","-","-","-","19805.58"
"NIFTY MOBILITY","16 May 2024","-","-","-","19558.19"
"NIFTY MOBILITY","15 May 2024","-","-","-","19439.18"
"NIFTY MOBILITY","14 May 2024","-","-","-","19381.24"
"NIFTY MOBILITY","13 May 2024","-","-","-","19156.83"
"NIFTY MOBILITY","10 May 2024","-","-","-","19323.56"
"NIFTY MOBILITY","09 May 2024","-","-","-","19098.94"
"NIFTY MOBILITY","08 May 2024","-","-","-","19156.25"
"NIFTY MOBILITY","07 May 2024","-","-","-","18863.57"
"NIFTY MOBILITY","06 May 2024","-","-","-","19177.54"
"NIFTY MOBILITY","03 May 2024","-","-","-","19272.89"
"NIFTY MOBILITY","02 May 2024","-","-","-","19407.71"
"NIFTY MOBILITY","30 Apr 2024","-","-","-","19170.68"
"NIFTY MOBILITY","29 Apr 2024","-","-","-","18991.05"
"NIFTY MOBILITY","26 Apr 2024","-","-","-","18951.31"
"NIFTY MOBILITY","25 Apr 2024","-","-","-","18861.50"
"NIFTY MOBILITY","24 Apr 2024","-","-","-","18664.31"
"NIFTY MOBILITY","23 Apr 2024","-","-","-","18660.85"
"NIFTY MOBILITY","22 Apr 2024","-","-","-","18666.37"
"NIFTY MOBILITY","19 Apr 2024","-","-","-","18468.54"
"NIFTY MOBILITY","18 Apr 2024","-","-","-","18415.34"
"NIFTY MOBILITY","16 Apr 2024","-","-","-","18527.42"
"NIFTY MOBILITY","15 Apr 2024","-","-","-","18543.56"
"NIFTY MOBILITY","12 Apr 2024","-","-","-","18771.00"
"NIFTY MOBILITY","10 Apr 2024","-","-","-","18911.60"
"NIFTY MOBILITY","09 Apr 2024","-","-","-","18785.61"
"NIFTY MOBILITY","08 Apr 2024","-","-","-","18824.50"
"NIFTY MOBILITY","05 Apr 2024","-","-","-","18613.15"
"NIFTY MOBILITY","04 Apr 2024","-","-","-","18585.42"
"NIFTY MOBILITY","03 Apr 2024","-","-","-","18552.91"
"NIFTY MOBILITY","02 Apr 2024","-","-","-","18674.24"
"NIFTY MOBILITY","01 Apr 2024","-","-","-","18498.47"
"NIFTY MOBILITY","28 Mar 2024","-","-","-","18433.37"
"NIFTY MOBILITY","27 Mar 2024","-","-","-","18239.18"
"NIFTY MOBILITY","26 Mar 2024","-","-","-","18153.75"
"NIFTY MOBILITY","22 Mar 2024","-","-","-","18013.50"
"NIFTY MOBILITY","21 Mar 2024","-","-","-","17770.01"
"NIFTY MOBILITY","20 Mar 2024","-","-","-","17471.64"
"NIFTY MOBILITY","19 Mar 2024","-","-","-","17368.19"
"NIFTY MOBILITY","18 Mar 2024","-","-","-","17489.27"
"NIFTY MOBILITY","15 Mar 2024","-","-","-","17397.69"
"NIFTY MOBILITY","14 Mar 2024","-","-","-","17506.74"
"NIFTY MOBILITY","13 Mar 2024","-","-","-","17242.23"
"NIFTY MOBILITY","12 Mar 2024","-","-","-","17907.19"
"NIFTY MOBILITY","11 Mar 2024","-","-","-","17988.79"
"NIFTY MOBILITY","07 Mar 2024","-","-","-","18081.36"
"NIFTY MOBILITY","06 Mar 2024","-","-","-","18123.97"
"NIFTY MOBILITY","05 Mar 2024","-","-","-","18174.11"
"NIFTY MOBILITY","04 Mar 2024","-","-","-","18071.35"
"NIFTY MOBILITY","02 Mar 2024","-","-","-","18067.90"
"NIFTY MOBILITY","01 Mar 2024","-","-","-","17984.31"
"NIFTY MOBILITY","29 Feb 2024","-","-","-","17682.04"
"NIFTY MOBILITY","28 Feb 2024","-","-","-","17583.21"
"NIFTY MOBILITY","27 Feb 2024","-","-","-","17940.57"
"NIFTY MOBILITY","26 Feb 2024","-","-","-","17939.06"
"NIFTY MOBILITY","23 Feb 2024","-","-","-","17891.82"
"NIFTY MOBILITY","22 Feb 2024","-","-","-","17833.59"
"NIFTY MOBILITY","21 Feb 2024","-","-","-","17585.30"
"NIFTY MOBILITY","20 Feb 2024","-","-","-","17730.18"
"NIFTY MOBILITY","19 Feb 2024","-","-","-","17788.29"
"NIFTY MOBILITY","16 Feb 2024","-","-","-","17726.41"
"NIFTY MOBILITY","15 Feb 2024","-","-","-","17443.65"
"NIFTY MOBILITY","14 Feb 2024","-","-","-","17273.88"
